         21624757 function calls (21476474 primitive calls) in 52.705 seconds

   Ordered by: cumulative time
   List reduced from 2352 to 1077 due to restriction <'mlx'>

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/utils.py:47(__init__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/connectionpool.py:980(__init__)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/models.py:658(__init__)
       11    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/objects.py:58(__getattr__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/_xml.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/models.py:106(_encode_params)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/models/_transcoding.py:14(ImageDecompressionError)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/_cpphelpers.py:1(<module>)
      602    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdfinterp.py:500(do_d)
        5    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/converter.py:103(render_image)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/sessions.py:390(__init__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdfparser.py:39(__init__)
      638    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdfinterp.py:488(do_J)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/connectionpool.py:175(__init__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/unstructured/partition/common/lang.py:365(_get_iso639_language_object)
     20/1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/transformers/tokenization_utils_base.py:2378(convert_added_tokens)
      159    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/structures.py:46(__setitem__)
      104    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/_collections.py:257(__getitem__)
        9    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/layout.py:952(__init__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/tqdm/std.py:679(_get_free_pos)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/tqdm/utils.py:213(__init__)
       22    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdfinterp.py:724(do_RG)
      347    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/tqdm/utils.py:375(<genexpr>)
       14    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdffont.py:129(__init__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/_exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/_methods.py:707(Extend_Token)
      292    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/transformers/tokenization_utils_base.py:267(__getitem__)
      213    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdftypes.py:289(get_any)
      170    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdfpage.py:194(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/cookies.py:440(_copy_cookie_jar)
      4/1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/huggingface_hub/_snapshot_download.py:305(_inner_hf_hub_download)
        3    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/util/wait.py:74(do_poll)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/models/image.py:894(PdfInlineImage)
        9    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/cookies.py:521(cookiejar_from_dict)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/models/outlines.py:271(Outline)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/util/response.py:40(assert_header_parsing)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/exceptions.py:17(__init__)
        6    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/response.py:832(_fp_read)
     2133    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/six.py:651(u)
       12    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdfinterp.py:543(do_c)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/langdetect/detector_factory.py:105(_create_detector)
       41    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/cmapdb.py:145(__init__)
      282    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/transformers/models/bert/tokenization_bert.py:147(do_lower_case)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/tqdm/std.py:686(_decr_instances)
       11    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/objects.py:99(__new__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/iso639/language.py:108(match)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/transformers/utils/hub.py:196(is_remote_url)
       27    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdfinterp.py:748(do_K)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/models.py:85(path_url)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/poolmanager.py:95(_default_key_normalizer)
      109    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/structures.py:51(__getitem__)
       11    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/_augments.py:52(augments)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/adapters.py:178(__init__)
       12    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/response.py:766(_error_catcher)
       10    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/util/url.py:301(_normalize_host)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/_version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/nltk/tokenize/punkt.py:1248(__init__)
        5    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/utils.py:650(requote_uri)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/unstructured/partition/common/lang.py:209(prepare_languages_for_tesseract)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/unstructured/partition/pdf_image/pypdf_utils.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/nltk/data.py:467(find)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/tqdm/utils.py:108(__init__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/_methods.py:101(Extend_Object)
      140    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/transformers/tokenization_utils_base.py:3996(_eventual_warn_about_too_long_sequence)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/langdetect/detector.py:56(__init__)
      460    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/psparser.py:51(__init__)
        5    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/huggingface_hub/utils/_paths.py:39(filter_repo_objects)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/tqdm/std.py:451(fp_write)
       32    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/huggingface_hub/utils/_runtime.py:78(is_package_available)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/huggingface_hub/utils/_xet.py:29(parse_xet_file_data_from_response)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/packaging/version.py:188(__init__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/PIL/ImageCms.py:118(Intent)
     1001    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/layout.py:936(<lambda>)
       99    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdftypes.py:246(__init__)
      520    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/numpy/_core/fromnumeric.py:1345(_argmin_dispatcher)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/models/outlines.py:18(PageLocation)
        7    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/response.py:666(release_conn)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/tqdm/utils.py:386(disp_trim)
        8    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/huggingface_hub/utils/_runtime.py:261(is_torch_available)
       68    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/utils.py:753(__init__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/tqdm/utils.py:266(_supports_unicode)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/settings.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/psparser.py:249(revreadlines)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/transformers/tokenization_utils_base.py:2977(_is_valid_text_input)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/iso639/language.py:192(_get_part3)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/cookies.py:428(copy)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/models/outlines.py:114(OutlineItem)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/transformers/tokenization_utils.py:590(_update_trie)
        6    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/tqdm/utils.py:194(inner)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/tqdm/std.py:1446(format_dict)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/unstructured/cleaners/core.py:37(clean_bullets)
       24    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/mlx/nn/layers/activations.py:455(__init__)
      128    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdfinterp.py:605(do_h)
       91    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/nltk/tokenize/punkt.py:447(first_upper)
        9    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/converter.py:97(end_figure)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/connectionpool.py:294(_put_conn)
        8    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/huggingface_hub/utils/_headers.py:224(_deduplicate_user_agent)
       23    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/casting.py:45(safe_rgb)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pydantic/main.py:418(model_dump)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/tqdm/utils.py:187(disable_on_exception)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/transformers/models/bert/tokenization_bert.py:283(__init__)
       49    0.000    0.000    0.000    0.000 {built-in method mlx.core.rsqrt}
       16    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/utils.py:1024(check_header_validity)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/models/encryption.py:63(EncryptionInfo)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/huggingface_hub/file_download.py:635(_normalize_etag)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/nltk/tokenize/punkt.py:539(__init__)
       62    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/nltk/tokenize/punkt.py:452(first_lower)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/tqdm/std.py:153(__init__)
       40    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/huggingface_hub/utils/_runtime.py:74(_get_version)
        5    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/layout.py:322(__init__)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/adapters.py:373(build_connection_pool_key_attributes)
        8    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/util/url.py:263(_remove_path_dot_segments)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/adapters.py:216(init_poolmanager)
        8    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/huggingface_hub/utils/_auth.py:52(_get_token_from_google_colab)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/_methods.py:761(Extend_AttachedFileSpec)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/tqdm/std.py:186(__format__)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/utils.py:529(get_encoding_from_headers)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/huggingface_hub/errors.py:70(__init__)
       38    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdfinterp.py:193(get_procset)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/converter.py:277(__init__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/util/wait.py:82(_have_working_poll)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/huggingface_hub/file_download.py:175(hf_hub_url)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/adapters.py:76(_urllib3_request_context)
        8    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdfinterp.py:918(do_BDC)
        3    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/transformers/utils/generic.py:138(is_numpy_array)
       17    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdfinterp.py:692(do_cs)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/transformers/tokenization_utils.py:456(added_tokens_encoder)
       78    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/_augments.py:36(_is_inherited_method)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pikepdf/jbig2.py:53(JBIG2Decoder)
       13    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/util/timeout.py:109(__init__)
        3    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/mlx/nn/layers/embedding.py:29(__call__)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/poolmanager.py:199(__init__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/tqdm/std.py:438(status_printer)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/unstructured/partition/common/lang.py:217(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdfinterp.py:736(do_rg)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/unstructured/partition/common/common.py:347(spooled_to_bytes_io_if_needed)
        9    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/layout.py:963(analyze)
      141    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/transformers/tokenization_utils_base.py:3437(<genexpr>)
       31    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/_distutils_hack/__init__.py:101(find_spec)
       32    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/utils.py:1035(_validate_header_part)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/PIL/ImageCms.py:125(Direction)
      140    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/transformers/tokenization_utils.py:984(prepare_for_tokenization)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/langdetect/detector.py:234(_sort_probability)
        3    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/tqdm/std.py:226(__init__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/unstructured/partition/common/lang.py:253(check_language_args)
       17    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdfinterp.py:931(do_Tc)
       34    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/unstructured/documents/coordinates.py:25(__init__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/layout.py:83(__init__)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/response.py:710(_init_length)
        2    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/nltk/tokenize/punkt.py:224(_re_non_word_chars)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/PIL/ImageCms.py:276(ImageCmsTransform)
       20    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/structures.py:57(__iter__)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/iso639/language.py:231(_get_part3_exact)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/connectionpool.py:1044(_new_conn)
        8    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdfinterp.py:927(do_EMC)
       19    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/huggingface_hub/utils/_validators.py:173(smoothly_deprecate_use_auth_token)
        7    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/langdetect/detector.py:173(_init_probability)
       50    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdffont.py:113(get_metrics)
        1    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/PIL/ImageCms.py:229(ImageCmsProfile)
        8    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/connectionpool.py:346(_get_timeout)
       24    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/urllib3/connection.py:453(<genexpr>)
        4    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/requests/models.py:630(prepare_hooks)
       23    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/casting.py:71(_safe_float_triple)
       18    0.000    0.000    0.000    0.000 /Users/faisalm/dev/mlx-community/mlx-rag/.rag-env/lib/python3.12/site-packages/pdfminer/pdftypes.py:283(__getitem__)
